Slime ID, Wave Number, Player Distance Fitness, Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Slime View Range Gene, Slime View Range Trait, Tower View Range Gene, Tower View Range Trait, Player View Range Gene, Player View Range Trait, Wall View Range Gene, Wall View Range Trait, Sheep View Range Gene, Sheep View Range Trait, Slime Attraction Gene, Slime Attraction Trait, Tower Attraction Gene, Tower Attraction Trait, Player Attraction Gene, Player Attraction Trait, Wall Attraction Gene, Wall Attraction Trait, Sheep Attraction Gene, Sheep Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Sprint Duration Gene, Sprint Duration Trait, Sprint Cooldown Gene, Sprint Cooldown Trait, 
0, 0, 210, 8, 11, 2, 4, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
1, 0, 377, 14, 12, 2, 1, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
2, 0, 414, 23, 8, 7, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
3, 0, 10, 16, 19, 1, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
4, 0, 320, 8, 0, 3, 3, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
5, 0, 259, 19, 22, 6, 7, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
6, 0, 369, 1, 4, 1, 3, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
7, 0, 255, 12, 6, 5, 2, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
8, 0, 439, 23, 16, 6, 6, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
9, 0, 156, 0, 20, 7, 5, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
10, 0, 30, 12, 24, 2, 7, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
11, 0, 231, 12, 8, 1, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
12, 0, 478, 5, 20, 5, 3, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
13, 0, 107, 16, 6, 6, 3, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
14, 0, 171, 0, 4, 0, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
15, 0, 443, 0, 8, 3, 5, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
16, 0, 480, 13, 6, 6, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
17, 0, 477, 21, 7, 7, 3, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
18, 0, 209, 8, 19, 0, 4, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
19, 0, 285, 8, 6, 4, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
20, 0, 496, 12, 20, 7, 5, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
21, 0, 444, 20, 8, 6, 6, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
22, 0, 277, 16, 22, 4, 3, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
23, 0, 444, 19, 23, 0, 1, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
24, 0, 277, 7, 24, 2, 7, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
25, 0, 200, 3, 8, 4, 6, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
26, 0, 19, 0, 2, 2, 4, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
27, 0, 30, 22, 6, 2, 0, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
28, 0, 51, 1, 15, 0, 1, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
29, 0, 458, 17, 20, 1, 4, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 0, 6.109887, 0, 3.689414, 0, 5.034122, 0, 5.034122, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, 0, 0.5, 0, 2.5, 0, 2.5, 
Slime ID, Wave Number, Player Distance Fitness, Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Slime View Range Gene, Slime View Range Trait, Tower View Range Gene, Tower View Range Trait, Player View Range Gene, Player View Range Trait, Wall View Range Gene, Wall View Range Trait, Sheep View Range Gene, Sheep View Range Trait, Slime Attraction Gene, Slime Attraction Trait, Tower Attraction Gene, Tower Attraction Trait, Player Attraction Gene, Player Attraction Trait, Wall Attraction Gene, Wall Attraction Trait, Sheep Attraction Gene, Sheep Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Sprint Duration Gene, Sprint Duration Trait, Sprint Cooldown Gene, Sprint Cooldown Trait, 
0, 1, 210, 8, 11, 2, 4, 0.5045369, 0.2944506, 0, 0.2689414, 8.829102, 12.54725, -30.87738, 1.003104, -8.526801, 1.418184, 0, 5.034122, 11.92401, 14.18182, 4.475627, 0.5075718, 18.76777, 0.9818289, -13.65565, -0.9362731, -34.20184, 0.2001547, -24.2406, 0.002328614, 0, 0, 0, 2.889414, 15.28402, 0.9785638, 39.14104, 4.999719, 0.3697567, 2.957001, 
1, 1, 377, 4, 19, 2, 1, 7.119833, 0.6856712, -4.922689, 0.09702972, -43.01474, 1.000118, -27.36803, 1.007462, 30.85382, 10.98787, -17.85217, 1.063341, 1.205162, 5.981476, 0, 0, 0, 0, 0, 0, 12.84647, 0.9690153, 8.895922, 0.9023824, 47.16803, 0.9999849, 27.84276, 10.17428, 0, 0.5, -18.2721, 0.05135918, 35.28271, 5, 
2, 1, 414, 21, 2, 7, 0, 0, 0.2689414, -15.10152, 0.00836433, -4.689331, 2.53394, 11.2364, 17.32581, -60.35136, 1.000001, -5.069802, 2.407822, -22.98073, 1.017627, -3.123157, -0.3717004, 0, 0, -5.860044, -0.6245958, 30.24636, 0.9995842, 0, 0.5, 11.47712, 0.8926135, 0, 2.889414, 0, 0.5, 0, 2.5, -29.99373, 4.708223E-13, 
3, 1, 10, 2, 16, 1, 0, -14.63616, 0.009386621, 0, 0.2689414, -21.19793, 1.027508, 0.7715328, 6.861599, 67.13949, 11, -8.441187, 1.640268, 9.013022, 12.66794, 0, 0, 0, 0, 17.79256, 0.97687, -38.08026, 0.2000587, -0.1781778, 0.4888657, -32.84051, -0.9994563, 0, 2.889414, 0, 0.5, 9.032158, 4.526709, -26.76702, 1.186319E-11, 
4, 1, 320, 2, 12, 3, 3, 37.981, 0.9997956, 17.84353, 0.9695541, -52.53827, 1.000011, 0, 6.109887, -11.02778, 1.22822, 0, 5.034122, 0, 5.034122, -22.03632, -0.991933, 20.88974, 0.9892695, 5.375593, 0.5862605, 45.50687, 0.9999908, 0, 0.5, -21.27814, -0.9902576, -43.09667, 0.200077, -14.9913, 0.02302623, 9.020658, 4.525476, 0, 2.5, 
5, 1, 259, 12, 8, 6, 7, 27.40675, 0.9971332, 53.17605, 0.9999954, -43.76115, 1.000098, 3.781791, 10.24094, 0, 3.689414, -11.63189, 1.295288, 43.20897, 15.99917, 0, 0, -16.66156, -0.9694272, 9.5328, 0.8310744, 0, 0.6, 2.222632, 0.6354473, 0, 0, 0, 2.889414, 0, 0.5, -3.796698, 1.395254, -6.600362, 0.006790147, 
6, 1, 369, 24, 5, 1, 3, -26.13817, 0.0005340204, -29.65722, 0.0002216241, 13.11575, 14.60676, -18.28087, 1.072109, 0, 3.689414, -32.32257, 1.001708, 0, 5.034122, 15.55541, 0.9598835, -0.8487246, -0.1056944, 3.100996, 0.3693105, -10.42074, 0.2550444, 0, 0.5, -43.59275, -0.999963, 0, 2.889414, 25.64873, 0.9983612, -6.299449, 0.8576218, -39.09725, 5.239036E-17, 
7, 1, 255, 17, 2, 5, 2, -47.43644, 2.602305E-06, 9.242266, 0.7876079, 17.46496, 15.49949, -23.19498, 1.021165, 0, 3.689414, 0, 5.034122, 53.41733, 15.99994, -17.60361, -0.9757648, 0, 0, -48.98297, -0.9999904, 43.54991, 0.999985, 37.88488, 0.999923, -12.69557, -0.9196797, -36.67853, 0.2003832, 24.80039, 0.9979749, 13.35555, 4.828695, 0, 2.5, 
8, 1, 439, 6, 16, 6, 6, -51.61535, 9.154604E-07, -3.728245, 0.1265226, 28.27661, 15.96538, 0, 6.109887, -31.66425, 1.001342, 2.61769, 7.216829, -37.14858, 1.000511, -12.89296, -0.9233991, -20.80011, -0.9890277, 0, 0, -33.12542, 0.2002025, 0, 0.5, -1.060773, -0.131825, 0, 2.889414, -40.85229, 3.668623E-05, 0, 2.5, 4.97722, 4.96577, 
9, 1, 156, 16, 19, 7, 5, 13.18081, 0.908479, 9.520988, 0.7990307, 0, 5.034122, 10.01003, 16.54101, 0, 3.689414, -21.8409, 1.02343, 2.856025, 7.434774, 0, 0, -10.71894, -0.8716403, 43.09768, 0.9999582, 0, 0.6, 0, 0.5, 15.03093, 0.9543912, 7.330891, 7.169303, -4.079878, 0.2650333, -10.72235, 0.3206427, -34.42544, 5.60006E-15, 
10, 1, 30, 1, 2, 2, 7, 0, 0.2689414, 0, 0.2689414, 0, 5.034122, 6.616335, 13.50067, -8.338754, 1.437433, -45.44319, 1.000064, 0, 5.034122, 41.57927, 0.9999388, -52.5542, -0.9999961, -6.174903, -0.6480114, 0, 0.6, -5.228567, 0.2129655, 0, 0, 27.41076, 10.17136, -25.49026, 0.001704864, -24.43415, 0.01109433, 3.956215, 4.906119, 
11, 1, 231, 8, 21, 1, 0, 5.862493, 0.6143473, 0, 0.2689414, 7.626437, 11.68459, 19.10039, 19.57401, 0, 3.689414, 2.550963, 7.156192, -19.4777, 1.042248, -22.43471, -0.9926949, 0, 0, -23.94994, -0.9949926, 0, 0.6, 33.86868, 0.9997898, 0, 0, 8.861202, 7.912355, -22.08966, 0.003980276, -29.44702, 0.003173399, 52.65218, 5, 
12, 1, 478, 5, 24, 5, 3, -11.21124, 0.02182123, 0, 0.2689414, 11.96824, 14.19941, 20.25246, 19.67881, 14.96592, 10.3943, -1.518541, 4.016014, -28.96385, 1.003953, 0, 0, 1.041648, 0.1294751, -6.44747, -0.667341, 5.845382, 0.8493907, 0, 0.5, -19.05334, -0.9830704, -0.2965749, 2.746159, 0, 0.5, 0, 2.5, 30.61144, 5, 
13, 1, 107, 12, 6, 6, 3, -18.81768, 0.003320152, 0, 0.2689414, 4.49797, 8.966245, 0, 6.109887, 35.0415, 10.99574, 3.56531, 8.092878, 4.934241, 9.371891, -16.36154, -0.9670852, 10.90283, 0.8770532, -9.49769, -0.829712, 0, 0.6, -51.37015, 2.645794E-06, 0, 0, 1.55553, 3.718044, 0, 0.5, 0, 2.5, 27.46847, 5, 
14, 1, 171, 23, 2, 0, 0, -34.05773, 7.377384E-05, 0, 0.2689414, 0, 5.034122, 27.92206, 19.9521, 16.02585, 10.52865, -35.26615, 1.000818, 0, 5.034122, -34.10947, -0.9996041, -34.18507, -0.9996116, -48.95681, -0.9999903, 0, 0.6, 20.51417, 0.9941097, -9.243545, -0.8195492, 22.17074, 10.09467, 7.079578, 0.8544446, 0, 2.5, -0.4116156, 1.992624, 
15, 1, 443, 22, 0, 3, 5, 9.77014, 0.8088469, 0, 0.2689414, 0, 5.034122, -9.217048, 1.67308, -14.34299, 1.100932, 2.407415, 7.026367, 45.99417, 15.99959, 45.70097, 0.9999782, 0, 0, 18.29732, 0.9795841, 12.28245, 0.9645313, -11.73705, 0.05048558, 19.13904, 0.9834262, 24.51491, 10.14111, 0, 0.5, -12.28082, 0.2217658, -4.47654, 0.05622408, 
16, 1, 480, 20, 2, 6, 0, 4.624799, 0.5389708, -16.9065, 0.005342919, 0, 5.034122, 0, 6.109887, 15.88976, 10.51313, 0, 5.034122, 0, 5.034122, -52.83337, -0.9999963, 0.9072477, 0.1129223, 0, 0, 0, 0.6, 0, 0.5, 0, 0, 0, 2.889414, -9.086985, 0.09349012, -14.32152, 0.1355486, 14.55898, 4.999998, 
17, 1, 477, 11, 0, 7, 3, 16.21947, 0.9549922, -16.05062, 0.006609248, 24.15121, 15.90331, -6.594563, 2.255384, 0, 3.689414, -28.13215, 1.004867, -11.23715, 1.325251, -5.726443, -0.6143044, -4.048814, -0.4669023, -6.348767, -0.6604413, -0.8954553, 0.5554133, 2.064998, 0.6262704, -19.19053, -0.9836364, -1.353314, 2.277851, 0, 0.5, -20.55924, 0.02912337, -29.53536, 7.446072E-13, 
18, 1, 209, 19, 24, 0, 4, -34.67141, 6.32817E-05, -15.2706, 0.008020913, 0, 5.034122, -19.94834, 1.047589, 9.164157, 8.84323, -30.6833, 1.002572, 3.377516, 7.917596, 0, 0, -26.38776, -0.9972746, -14.37554, -0.9464884, -50.82462, 0.2000024, 11.55373, 0.9472716, -15.83856, -0.9625737, 0, 2.889414, -10.14485, 0.07335831, -10.05981, 0.3740825, 0, 2.5, 
19, 1, 285, 21, 6, 4, 0, 22.17279, 0.9894727, -13.30475, 0.01304542, 2.68034, 7.27392, 0, 6.109887, 0, 3.689414, -25.44538, 1.009524, 26.72925, 15.94909, -3.860507, -0.4482942, 33.56371, 0.9995463, 8.666639, 0.7944307, 0, 0.6, -33.42052, 0.0002351314, -2.84991, -0.3418967, 0, 2.889414, 0, 0.5, -60.86049, 1.233464E-06, 40.10915, 5, 
20, 1, 496, 23, 12, 7, 5, 24.4231, 0.9939749, -9.42755, 0.03367035, -12.87522, 1.217542, 0, 6.109887, 0, 3.689414, 21.81986, 15.82769, 0, 5.034122, 0, 0, 0, 0, -14.1031, -0.9428247, 0, 0.6, 0, 0.5, 20.90606, 0.989313, 14.99922, 9.599023, 0, 0.5, -4.559466, 1.211724, 0, 2.5, 
21, 1, 444, 14, 4, 6, 6, 0, 0.2689414, -9.038997, 0.03697814, -42.99582, 1.000118, 0, 6.109887, -11.51666, 1.202496, 7.891659, 11.8855, 33.84758, 15.99139, 8.223706, 0.7730902, 6.753525, 0.6880223, 18.4416, 0.9803003, 28.07055, 0.9992839, 50.94632, 0.9999971, 10.80002, 0.8740538, 14.29735, 9.491917, -73.13173, 1.147687E-08, 0, 2.5, 9.287992, 4.999537, 
22, 1, 277, 18, 15, 4, 3, 18.78424, 0.97578, 5.270752, 0.5787607, -2.480538, 3.477795, 0, 6.109887, -7.533673, 1.529794, 0, 5.034122, -19.728, 1.039692, 3.01427, 0.3599111, 0, 0, -18.36635, -0.97993, 21.08253, 0.9959087, -15.45547, 0.02055531, -14.424, -0.9471158, 6.038183, 6.447, -7.410051, 0.1355782, -27.42243, 0.005262117, -4.675159, 0.04618957, 
23, 1, 444, 8, 7, 0, 1, 0, 0.2689414, 0, 0.2689414, -14.04722, 1.162891, 33.5317, 19.98819, -36.59508, 1.000391, 65.7869, 16, 17.83659, 15.54254, -10.88564, -0.8765564, 0, 0, -8.911494, -0.8054496, -11.62392, 0.241487, 32.0404, 0.999668, 0, 0, 0, 2.889414, 0, 0.5, 4.169832, 3.69662, -7.423066, 0.002984792, 
24, 1, 277, 24, 25, 2, 7, 0, 0.2689414, 10.42368, 0.8328443, 0, 5.034122, 19.42415, 19.60644, 0, 3.689414, 0, 5.034122, -7.949976, 1.719911, 0, 0, 4.14151, 0.4759142, 49.19872, 0.9999909, 0, 0.6, 3.362151, 0.6985785, -30.19945, -0.9989482, 3.269287, 4.74457, -23.57722, 0.002747518, -1.696826, 1.977553, 0, 2.5, 
25, 1, 200, 20, 8, 4, 6, 23.09827, 0.9916289, 0, 0.2689414, -2.035427, 3.716624, 11.67145, 17.5661, 45.39749, 10.99968, 0, 5.034122, 0, 5.034122, 0, 0, 13.00787, 0.9254875, -27.06324, -0.9976977, 0, 0.6, 0, 0.5, 0, 0, 53.26045, 10.19995, 0, 0.5, 0, 2.5, 0, 2.5, 
26, 1, 19, 21, 23, 2, 4, 0, 0.2689414, 15.93343, 0.9518166, 0, 5.034122, -5.987339, 2.445527, -34.43236, 1.000672, 15.73103, 15.24163, -27.16322, 1.0062, 0, 0, 0, 0, 8.809673, 0.8009329, 0, 0.6, -9.02784, 0.09475081, -33.12864, -0.9994941, 0, 2.889414, 6.160396, 0.8234791, -0.9144823, 2.215463, 19.7632, 5, 
27, 1, 30, 1, 20, 2, 0, -5.820761, 0.07905983, -31.65856, 0.0001343888, -29.06339, 1.003856, -7.312343, 2.060679, 19.01808, 10.77124, 0, 5.034122, 1.773715, 6.465117, -27.28079, -0.9978194, 0.0958821, 0.01198469, -28.22649, -0.9982781, 0, 0.6, 0, 0.5, 0, 0, 25.59021, 10.15493, -33.29766, 0.000242464, 12.50341, 4.789733, 0.4712246, 3.078368, 
28, 1, 51, 11, 21, 0, 1, 1.473236, 0.3471272, 0, 0.2689414, -13.71413, 1.17687, -5.26665, 2.705295, 34.4547, 10.99507, 9.400043, 12.91197, -31.67128, 1.002009, -0.6355979, -0.07928299, 45.15448, 0.999975, 0, 0, -10.86691, 0.2495949, -10.59334, 0.06609166, -7.452883, -0.7313438, 1.20942, 3.523345, 0, 0.5, 18.83637, 4.955338, 0, 2.5, 
29, 1, 458, 23, 1, 1, 4, 0, 0.2689414, 0, 0.2689414, -34.23249, 1.001059, 0, 6.109887, 34.36629, 10.99496, 10.40622, 13.48353, 11.65681, 14.07236, -16.0378, -0.9643599, 8.438986, 0.7836937, -38.43589, -0.9998658, 10.90885, 0.9508907, -24.22362, 0.002338499, 0, 0, -2.968759, 1.69035, 24.51404, 0.9978249, 38.42349, 4.999663, -90.45233, 0, 
Slime ID, Wave Number, Player Distance Fitness, Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Slime View Range Gene, Slime View Range Trait, Tower View Range Gene, Tower View Range Trait, Player View Range Gene, Player View Range Trait, Wall View Range Gene, Wall View Range Trait, Sheep View Range Gene, Sheep View Range Trait, Slime Attraction Gene, Slime Attraction Trait, Tower Attraction Gene, Tower Attraction Trait, Player Attraction Gene, Player Attraction Trait, Wall Attraction Gene, Wall Attraction Trait, Sheep Attraction Gene, Sheep Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Sprint Duration Gene, Sprint Duration Trait, Sprint Cooldown Gene, Sprint Cooldown Trait, 
0, 2, 210, 8, 11, 2, 4, -51.11082, 1.038529E-06, -3.728245, 0.1265226, 37.10571, 15.99618, -30.87738, 1.003104, -8.526801, 1.418184, 2.61769, 7.216829, -7.553684, 1.790934, -8.417334, -0.7826473, 18.76777, 0.9818289, -13.65565, -0.9362731, -34.20184, 0.2001547, 9.628078, 0.917361, -1.060773, -0.131825, 0, 2.889414, -25.56827, 0.001671991, 39.14104, 4.999719, 5.346977, 4.9763, 
1, 2, 377, 22, 8, 2, 1, 43.23367, 0.999945, -24.4059, 0.0008232109, -102.6049, 1, 6.966271, 13.86943, 46.06745, 10.99973, -54.61844, 1.000006, 26.72925, 15.94909, -3.860507, -0.4482942, 13.27141, 0.9300724, 3.164403, 0.3761353, 45.15213, 0.99999, 19.20549, 0.9918485, 40.57998, 0.9999214, -28.40063, 0.203034, 17.08616, 0.9862319, 9.020658, 4.525476, -2.066953, 0.5617529, 
2, 2, 414, 4, 22, 7, 0, 9.487822, 0.7976959, -23.90419, 0.0009331167, -4.689331, 2.53394, 0.6568675, 6.746049, -60.35136, 1.000001, -21.16975, 1.027702, -6.81706, 1.940832, 6.799249, 0.6910204, 0, 0, 18.4416, 0.9803003, 30.24636, 0.9995842, 19.25654, 0.991951, 11.47712, 0.8926135, -18.22264, 0.2385063, -73.13173, 1.147687E-08, 0, 2.5, 9.287992, 4.999537, 
3, 2, 10, 17, 6, 1, 0, 65.29382, 0.9999998, 11.62923, 0.8707163, -43.24455, 1.000111, 60.1879, 19.99998, 24.33356, 10.93839, 0, 5.034122, 65.20747, 16, -96.49879, -1, 12.49881, 0.9158006, -32.93014, -0.9994684, 29.70398, 0.9995238, 0, 0.5, 11.47712, 0.8926135, 27.4955, 10.17196, -12.65233, 0.04057884, -42.92342, 0.0001092974, 14.55898, 4.999998, 
4, 2, 320, 1, 20, 3, 3, 34.65436, 0.9995306, 1.77607, 0.3644775, -31.48529, 1.002105, -33.27292, 1.001706, -101.6206, 1, 6.678845, 10.92158, -28.96385, 1.003953, -13.32086, -0.9309019, -15.38268, -0.9581503, 17.30785, 0.9739291, 39.42913, 0.9999581, -40.82378, 3.694864E-05, 11.47712, 0.8926135, -0.2965749, 2.746159, -3.894068, 0.2741801, 24.11232, 4.987978, 30.99324, 5, 
5, 2, 259, 1, 7, 6, 7, -51.61535, 9.154604E-07, -3.728245, 0.1265226, -0.2929268, 4.821835, 0, 6.109887, 20.34765, 10.83486, 2.61769, 7.216829, -37.14858, 1.000511, 55.86959, 0.9999983, -20.80011, -0.9890277, -24.82968, -0.9959792, -33.31343, 0.2001932, 2.733639, 0.6644992, -19.05334, -0.9830704, 0, 2.889414, -38.93335, 5.92707E-05, 0, 2.5, 4.97722, 4.96577, 
